track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,released_date,cluster
TUS Lï¿½ï¿½GR,"Sech, Mora",1,2018,11,25,3497,8,35779,101,11,31,2,44,94.8917948693358,C#,Major,41.48606507519111,46.10014307698726,40.75667396922724,67.31223033942103,31.35871571671532,36.38916151874269,13.941448248723738,2018-11-25,0
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,4,2015,2,1,2289,3,26683,188,4,19,1,46,91.3237218212423,C#,Major,46.04575789456465,57.85100408911759,53.78717096077379,68.12510333371611,27.587066916009206,32.87418868053117,11.351942355668983,2015-02-01,0
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",3,2010,8,19,2275,3,89250,240,7,34,6,12,136.65547783641517,F#,Major,84.28375475537662,60.19402836940468,87.95742195972653,12.403401420143648,4.716553602258084,13.75184002073946,25.860164494757697,2010-08-19,0
Frï¿½ï¿½gil (feat. Grupo Front,"Yahritza Y Su Esencia, Grupo Frontera",5,1968,12,9,625,1,7175,102,0,126,2,15,145.92234920492368,F#,Major,89.52934869833399,61.02445640335753,79.02049902111887,17.954117483131498,4.852321558674662,10.773560059054134,28.30390723912593,1968-12-09,0
Komang,Raim Laode,5,2019,6,19,532,15,54494,255,6,75,0,24,134.09101214194487,G,Major,77.0072503986008,74.57760424186216,85.12145644091963,16.78092614781279,7.41903384959963,16.845643142674135,20.99517727692625,2019-06-19,0
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",1,2012,1,1,850,12,34248,215,16,161,7,27,141.95378866319672,A,Minor,87.44425620928328,68.80187962696672,71.1306274234306,12.92632968212664,5.781009579057253,17.96895647799453,17.001165553286043,2012-01-01,1
For Youth,BTS,4,2009,5,28,4790,16,197069,181,14,9,9,35,106.71565413001296,D,Major,42.04677982599482,45.77120804816246,57.30009947692095,66.87071349110494,49.257463439262125,46.73665494276541,6.140319945391132,2009-05-28,0
Envolver,Anitta,5,2005,7,12,1113,18,138415,20,11,67,3,24,137.90283598711167,E,Minor,75.10734532377174,65.52849058439475,84.93383916449416,7.299870208867878,3.6273359843949216,8.104662926329702,25.52234787143842,2005-07-12,1
When I Was Your Man,Bruno Mars,3,2017,12,9,4928,13,55362,52,16,61,9,32,95.82743406768051,Unknown,Major,46.46972924846693,56.555001566733935,34.432404331137015,65.27287938058554,32.0655872719196,57.17361937825476,8.463368016310927,2017-12-09,0
Beautiful Girl,Luciano,5,2019,8,5,3029,8,63134,223,14,106,3,40,102.76995470990592,B,Minor,50.59187138763101,43.82835387120618,39.23007806012305,56.4113431223354,24.09693885676203,31.568057022244925,12.148719066093664,2019-08-05,1
golden hour,JVKE,4,2021,8,20,4619,11,192652,80,10,117,0,48,149.64730302115532,C#,Minor,94.65869622990324,74.7651297320723,72.5566462780643,18.6906095513611,0.9540862372057468,15.494624322387944,17.972538220048328,2021-08-20,1
Alone,Burna Boy,5,2017,9,24,1181,3,108965,225,5,78,3,33,139.1336283670824,E,Minor,86.37580687665833,74.14611756754339,75.28832508079796,13.03168516445158,5.087809383530021,11.663112440209442,17.60551779078591,2017-09-24,1
Still Life,BIGBANG,1,2020,2,28,1358,0,157374,15,9,135,1,16,97.96338727928196,G#,Major,41.54052454748404,42.27807584896573,58.17822242004833,63.42375328947915,42.11393464749965,33.89218378401475,9.386347998994168,2020-02-28,0
I'm Good (Blue),"Bebe Rexha, David Guetta",1,2017,7,11,2139,17,90174,213,12,174,5,45,133.4558021978374,G,Minor,82.46795623362608,74.2119797396791,84.36827916420803,9.978175288473178,0.488842342822241,5.689523554431979,17.460933280410178,2017-07-11,1
Angel Baby,Troye Sivan,2,2004,1,8,3281,17,118603,121,7,161,0,35,138.78212019025017,B,Major,85.74849761992937,74.41761748760702,84.10364939023482,19.20388655494253,2.7733250406631846,6.748887782751427,24.65251721918081,2004-01-08,0
SOS,SZA,1,2016,6,30,1902,8,30765,147,10,125,5,43,134.63997770659515,G,Minor,78.55729532956427,69.02649206967732,72.33608996341252,14.523179664510025,8.912116803415898,6.678206532137116,21.179679800367303,2016-06-30,1
Phantom Regret by Jim,The Weeknd,3,2013,4,26,4331,19,87687,52,10,30,9,5,90.00480667736433,A,Minor,56.25381879141031,56.56071987200174,51.28573303789005,66.01379306087651,44.11741870539856,43.64197296091281,5.059407569048276,2013-04-26,1
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",5,2003,6,19,3003,6,119505,11,14,195,5,49,97.45311190782944,A,Minor,53.49482264671482,47.17687442119554,46.41985464535844,53.59451437638237,22.096097002437464,37.35803627229913,13.055180763437315,2003-06-19,1
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2006,1,13,4171,19,151847,80,7,184,1,35,137.58902329400237,G#,Major,76.62212403355656,65.95095062512681,75.10406570352605,21.29227060580261,0.76938352986195,14.598190651259,20.69747712907114,2006-01-13,0
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2017,4,25,1352,7,149597,65,0,81,1,25,102.74241842888004,C#,Minor,48.06742691650791,53.79543731993093,52.8602294087887,55.60195234782808,28.923575857551423,55.06323924684149,9.897413267595375,2017-04-25,1
All Of The Girls You Loved Before,Taylor Swift,4,2013,3,19,2647,19,63090,250,0,124,9,0,141.19641099406962,D,Major,88.977404508201,63.70041802415588,75.82123559572373,13.4259306159559,6.5595239543320485,19.95150465604705,23.64867313825258,2013-03-19,0
Gato de Noche,"Nengo Flow, Bad Bunny",4,2016,4,22,197,15,125993,277,14,95,9,38,147.7005001948495,G#,Major,83.7676496230448,69.93188281610169,81.57089340135045,7.14640106414786,1.3808303130608002,6.677570664531063,20.57672567334769,2016-04-22,0
Super Gremlin,Kodak Black,1,1978,1,26,4310,2,77259,209,6,179,5,14,140.3695258908504,D,Major,80.73505321788758,66.66113919297106,71.14719115153511,12.18252832574792,9.99693214895624,7.770517353541485,24.17942032020736,1978-01-26,0
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",4,2004,8,8,1288,14,25929,298,1,85,0,48,100.05993934786687,D#,Minor,44.04772216277378,45.69164806660204,56.04886550568749,53.7652857180105,44.58062107848068,41.35224817805063,5.079068089586224,2004-08-08,1
IDGAF (with blackbear),"Blackbear, BoyWithUke",3,2005,11,6,3920,16,133045,181,4,121,1,43,106.49890520153797,F,Major,49.21297381172671,56.23716251117527,35.65128947852489,58.36658311829783,41.524666475176886,51.09230613089342,10.245570876785552,2005-11-06,0
Keep Driving,Harry Styles,5,2000,2,19,3939,8,63013,106,5,188,9,43,102.75056339741406,A,Major,46.38741802438134,57.77065018337333,45.16057641384021,42.41870881646135,47.11362689250079,32.06078670415389,14.781879646020252,2000-02-19,0
Andrea,"Buscabulla, Bad Bunny",4,2008,1,11,368,3,70793,274,4,41,6,35,143.99049927590806,C#,Minor,86.37457701385492,62.788506477722805,76.29253019726454,21.60109738009908,3.673479053381936,17.431343888719617,27.110066134115957,2008-01-11,1
Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",3,2013,7,12,1549,4,24454,207,4,55,3,35,148.2916802704313,F,Minor,87.60629961386744,70.02238850580582,70.79372654117934,14.322592719285138,9.199326570391568,5.130183732847197,19.24820796276739,2013-07-12,1
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,5,2001,8,7,2115,6,82541,146,5,8,6,27,97.68829518194644,E,Major,46.13258079967312,57.02186694015288,44.15732487581124,58.15023381159427,44.845494817252046,52.52089171156786,13.865691732781466,2001-08-07,0
Santa Tell Me,Ariana Grande,4,2006,6,27,4095,10,188228,270,1,38,9,29,105.25129397222554,G,Major,45.245519436388,46.8899318863996,58.64159248452437,46.47794194384546,42.03991730768416,45.29065099425493,12.118744482752728,2006-06-27,0
Yonaguni,Bad Bunny,3,2017,7,25,750,12,187116,184,6,130,1,10,108.71627113333273,C#,Major,52.29903846295238,40.14325001854628,45.18734954719022,40.577416651231005,37.9917617304106,54.671459475948176,9.978861687208669,2017-07-25,0
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",1,2018,8,30,1338,1,160645,66,3,123,1,19,99.38357282942135,F#,Minor,58.57232953622527,46.72504822998624,49.70331579309864,41.46445503674894,25.53190109876565,56.28008826973405,8.782748217899854,2018-08-30,1
Una Noche en Medellï¿½,Cris Mj,2,2020,8,25,4020,0,72769,184,10,57,0,12,97.6962247407469,A#,Minor,58.77288879916316,52.5730044868791,39.6596754766974,60.08345418527743,39.6906355367406,47.6666405725264,10.6910413802055,2020-08-25,1
Bar,"Tini, L-Gante",2,2013,11,21,2517,2,163701,104,3,84,5,14,98.63208733967562,C#,Major,56.44600358680982,56.872132724530566,47.41338419801406,40.09093766082603,26.360448696873423,45.90513094299129,14.99413030650408,2013-11-21,0
Dream On,Aerosmith,4,2001,1,25,3303,15,125559,101,13,106,0,48,148.51305588398134,F,Minor,90.13240680724417,75.95907275386763,80.05229001178708,12.182709144536286,2.9454163046484982,8.118052837261276,21.547504693042484,2001-01-25,1
Otro Atardecer,"Bad Bunny, The Marï¿½ï",1,2007,10,5,2770,17,18959,287,3,185,3,0,94.23645417589876,D,Major,42.62353067693624,49.96241786877008,45.16886233472029,57.11719221096013,43.16680473992332,50.49940506294227,8.751214719568003,2007-10-05,0
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,1986,2,18,2299,2,185934,220,7,118,1,4,103.5851147771941,E,Major,45.14640131360514,55.24333089688843,38.03634440777935,59.857045714020906,49.82877942704484,34.98677343444056,12.305676159514594,1986-02-18,0
Gospel (with Eminem),"Eminem, Dr. Dre",1,2017,4,14,2548,1,33132,220,2,133,2,2,106.80767425864452,C#,Major,55.7696643366165,47.50111909707992,40.75454331602235,62.860462956935095,26.44050591026731,47.20350167576679,13.73108692239144,2017-04-14,0
Astronaut In The Ocean,Masked Wolf,3,2016,2,1,3278,13,124037,171,9,63,3,18,138.77848879314732,E,Minor,90.91909641248184,77.62127911130767,70.72639794731509,6.522170639930389,9.484722187554894,6.425809519987645,18.13789584852772,2016-02-01,1
After Dark,Mr.Kitty,1,2003,9,6,1918,7,134458,138,8,193,6,47,134.88195196254304,G#,Major,88.59971924558323,77.67389543246072,82.38433198919282,8.480497288941574,9.858622394051867,9.76617703688922,16.023593758205728,2003-09-06,0
All of Me,John Legend,1,2001,6,26,3830,6,110744,32,2,113,4,39,146.42095640811343,G#,Major,89.45565128569832,60.84983859887259,73.94344396370957,15.346328018146195,4.034387884391771,10.250518981255642,28.669364497782773,2001-06-26,0
PUFFIN ON ZOOTIEZ,Future,2,2015,10,7,3386,15,22706,11,7,148,3,48,143.56344048267772,G#,Major,93.2254637709238,61.7816879440384,77.00463523188195,9.98608096137028,5.900702628701236,19.686596571866104,16.90872797709529,2015-10-07,0
LA CANCIï¿½,"J Balvin, Bad Bunny",1,2014,3,23,1442,9,157818,81,18,18,1,8,136.63589191819702,G,Major,83.99825816084231,71.92956006477351,87.97899747755608,12.04152196724554,4.772563897334981,13.16540588847486,28.58090351380473,2014-03-23,0
En El Radio Un Cochinero,Victor Cibrian,5,1988,7,16,3226,14,18614,151,17,52,6,30,104.26857596716692,F#,Minor,56.20776774740919,55.5529731861282,37.552260213369244,63.99176224765734,28.683072397390912,49.57593344180712,14.990285237445484,1988-07-16,1
Something in the Orange,Zach Bryan,3,1981,9,20,2154,13,187768,130,7,193,0,26,136.79168095192193,G,Major,89.2783222233682,63.76796190284546,89.56137959912702,17.7014056578494,1.136497526226461,17.478175862064184,15.792959557767132,1981-09-20,0
A Tu Merced,Bad Bunny,1,2008,2,8,3583,15,150194,215,7,134,8,21,93.1373075005522,Unknown,Major,43.56016392509245,50.18119674199707,38.89658705685257,43.150085018421926,44.22085850632075,34.12915339758729,14.76146353030472,2008-02-08,0
Softcore,The Neighbourhood,3,1962,4,3,4433,7,174484,153,19,12,5,28,101.75842954928709,D,Major,48.700041959739856,40.09926685084305,53.98056511875916,51.69814230067703,28.220504816332934,31.69621318089711,12.047858844185752,1962-04-03,0
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",4,2011,1,2,1416,5,114950,53,4,127,5,41,91.85429187773804,Unknown,Major,45.33634478778353,43.17401772977879,41.89368677290953,44.87755339141866,21.87225675334134,32.97804156074166,14.41107224922284,2011-01-02,0
ýýýýýýýýýýýý,YOASOBI,3,2016,6,25,4058,15,1641,236,5,113,5,15,92.27184913013063,C#,Major,45.920115746110056,41.0848021181714,54.754634456442886,61.500421957158345,31.7582144292882,34.94004173551098,10.873450605172913,2016-06-25,0
LOKERA,"Brray, Rauw Alejandro, Lyanno",2,2004,7,29,103,17,174751,272,3,21,6,40,145.87225925672467,B,Minor,77.728110439941,70.21228478536429,89.3282647866278,22.28663169620799,8.53100226357416,18.97719449893356,29.18798065469704,2004-07-29,1
Every Summertime,NIKI,5,2017,5,28,2611,12,23746,289,8,183,8,19,107.28131565480706,F#,Major,48.96094270629706,47.77563248392773,40.64590727428859,46.68201573533923,46.85681388370657,43.71461296660614,8.11811503020824,2017-05-28,0
'Till I Collapse,"Eminem, Nate Dogg",3,1995,6,30,2529,15,12227,136,13,189,8,19,94.94640551785842,C#,Major,52.84617013842785,47.57693654133784,50.10978966108931,42.68975076218518,40.87524108918703,46.76192068849065,14.403541305281966,1995-06-30,0
Satellite,Harry Styles,2,1960,5,30,1613,15,174765,208,4,47,0,40,103.67930487862684,Unknown,Major,51.51224906857276,40.59807954350507,42.40014455845014,44.913177305391336,41.32235154500336,31.867394707000667,13.54133268913128,1960-05-30,0
Boyfriend,Dove Cameron,5,2019,9,18,2267,9,46757,25,9,125,3,6,93.04744386582708,G,Minor,47.61630584102405,46.96333396175167,56.817732340125104,57.897034320331336,30.790096000688024,51.35430018458728,6.991755276902262,2019-09-18,1
Normal,Feid,5,2020,8,2,593,14,98011,33,15,65,4,11,106.33783560787992,E,Minor,44.306394157686064,47.683009876397946,49.03574470205377,63.84681359394813,20.631400195090816,38.50590082877367,8.894716346494985,2020-08-02,1
Starry Eyes,The Weeknd,4,1983,9,18,4837,14,169631,231,0,57,1,36,131.62201278662928,A,Minor,79.06482200456627,79.5419008223766,78.86700078535821,13.595909725549866,6.559299648767704,14.933590204799431,15.254146425375328,1983-09-18,1
In Da Club,50 Cent,4,2002,7,21,572,16,156422,277,0,23,5,26,104.31586509258996,F#,Minor,51.8665919198333,53.57643622011241,41.634615755145056,61.09508868423063,42.41405778881485,48.38284886719205,11.272104009566108,2002-07-21,1
The Nights,Avicii,1,1998,9,15,3744,8,32898,49,9,74,6,11,147.1482154888033,F#,Major,92.16904875180558,68.89152691444748,83.44407844597367,20.516068699742444,1.9066430254846236,18.001973272081457,28.084124990120635,1998-09-15,0
Perfect,Ed Sheeran,5,1969,12,4,52,10,147379,232,17,178,9,46,106.16554405935068,G#,Major,53.68194195046274,56.017872410753306,40.20414890956607,55.48995095597552,30.91176739752862,41.92368445889633,6.838733055661217,1969-12-04,0
Made You Look,Meghan Trainor,5,2002,4,9,4273,17,27988,156,13,191,1,25,90.74665252439917,A#,Major,44.76098034948093,53.788693130760734,33.16106118866876,59.20270452839566,41.32120668730465,38.95153797256843,7.830254116533305,2002-04-09,0
Better Than Revenge (Taylor's Version),Taylor Swift,3,2014,8,21,684,10,146177,271,11,196,4,36,145.5619731264994,B,Minor,81.20460337024683,79.49543368258433,71.59179642661793,22.05866813054029,5.536408539608723,5.835766261721319,19.052800182921047,2014-08-21,1
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,1993,10,29,1628,4,182851,293,0,12,7,3,91.31535467648818,G#,Minor,47.29390991705648,45.40690706823228,35.05062550341176,65.81628815823184,37.11775225907925,59.98882017882235,12.547326323186285,1993-10-29,1
Leï¿½,Marï¿½ï¿½lia Mendo,4,2005,12,25,4124,19,35115,246,10,179,7,30,133.87766072110816,F#,Major,85.60176510874277,72.44957448373306,87.52840607776338,14.515734166465082,8.885291107659011,10.188762615843132,19.29804839913523,2005-12-25,0
Dua Lipa,Jack Harlow,4,1967,9,29,1841,4,61406,165,0,87,1,21,143.86036206114463,B,Major,77.10638949742885,69.31662668782275,82.802375520501,22.822947041479416,6.040697807881776,19.46887960986723,19.56544113321167,1967-09-29,0
Grapejuice,Harry Styles,2,2017,9,28,3066,5,176609,127,14,42,9,29,147.8086201587484,F,Major,92.5470367588904,73.76852455443637,81.2603791128702,13.708164888146957,1.8009395276726003,5.402177368832217,23.050586657508504,2017-09-28,0
CORAZï¿½ï¿½N VA,Maria Becerra,1,2016,9,21,655,12,161581,131,1,9,4,9,130.7687232700377,C#,Major,89.12348770373912,77.87736522901113,76.69473920565338,16.523715103545264,7.020595671838434,17.20838239239015,21.906648758407027,2016-09-21,0
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",1,1960,10,13,4875,6,101000,169,5,197,1,47,100.41116898652476,A#,Minor,41.36728202981604,41.7300378010958,45.730551095298445,56.80747319582825,43.239339305736536,55.64056311573792,13.89827682386178,1960-10-13,1
Agosto,Bad Bunny,3,1969,8,5,482,15,82425,133,6,156,3,5,96.49762463620974,C#,Minor,42.84608630597311,45.55498579124605,33.28906511489836,61.77738611506906,39.93552597301005,37.904292277033335,11.578199258753418,1969-08-05,1
La Bebe - Remix,"Peso Pluma, Yng Lvcas",4,1975,5,12,4138,13,35176,171,16,28,0,46,106.68449095638051,D,Minor,58.03236685859553,54.89355059838654,39.11637264221994,63.61997165999669,22.085875871865383,50.744435203485885,13.302478368489307,1975-05-12,1
Happier Than Ever,Billie Eilish,1,2001,8,15,1239,13,47191,190,5,92,7,20,95.14387227404332,Unknown,Major,41.55449504049992,59.98426601933155,37.98127882382676,46.08027113118149,28.46522447331288,33.961209989536805,8.570758956349845,2001-08-15,0
you broke me first,Tate McRae,1,2000,4,20,4996,2,131107,116,3,21,8,41,139.92940106732186,E,Major,75.55057911889148,76.24217884599668,80.04179435411261,10.504300828033786,9.79980473058601,12.77753810956873,19.152413694874063,2000-04-20,0
Merry Christmas,"Ed Sheeran, Elton John",4,1997,11,6,671,13,75625,275,1,180,8,35,90.720560574656,Unknown,Major,41.12908640354934,57.515559643636095,33.98265599739746,67.14382823311996,27.561560835739044,58.02454721581388,12.633440579287964,1997-11-06,0
Coco Chanel,"Bad Bunny, Eladio Carrion",2,2014,5,27,4020,10,89823,166,7,188,1,40,96.63422401095345,D,Major,50.70002575642816,55.91301415580156,54.33267751265863,43.57691678073501,25.719803438859515,47.45149271264117,14.659323689674254,2014-05-27,0
Formula,Labrinth,2,2003,3,9,921,4,78902,121,6,16,6,35,94.2466489579296,B,Major,53.39906497115857,59.73938950483033,47.53601438300113,69.07893851385407,46.54137156797845,44.87111731065326,10.198058061386709,2003-03-09,0
Notion,The Rare Occasions,4,2007,1,29,4551,3,194738,245,4,107,3,13,93.845975487485,A,Major,52.00277076126344,49.03613741331871,53.53703222605935,52.276547286082085,45.90331511519595,53.168682845418246,12.881648039418153,2007-01-29,0
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2004,8,30,905,9,39245,23,3,74,4,48,92.7794124241895,B,Minor,56.73920887011104,46.38482322117565,57.04308939808372,46.79212978277901,44.6494484598917,48.2439438336444,12.050163378320727,2004-08-30,1
Angel Baby,Troye Sivan,4,2018,8,10,3163,16,164739,283,11,157,6,38,105.39771050022122,B,Major,57.39628375533891,48.78147739507051,55.07555728394661,56.24847580664371,45.51929224455854,41.41247712576418,8.135983902662556,2018-08-10,0
Hold Me Closer,"Elton John, Britney Spears",1,1959,6,12,670,6,142974,44,12,63,8,32,145.4103006975467,Unknown,Major,88.32262278253872,69.78327115475062,84.73366662341473,5.109065584735917,6.69672422995437,9.88053051249826,27.68147293064513,1959-06-12,0
